lead_id,date,platform,vehicle_model,test_drive,sale_completed,sale_value
TLD-1214,2026-01-01,Google Ads,Yamaha Fazer 250,False,False,0
TLD-1215,2026-01-01,Google Ads,Yamaha Fazer 250,False,False,0
TLD-1216,2026-01-01,Google Ads,Yamaha Fazer 250,False,False,0
TLD-1217,2026-01-01,Google Ads,Yamaha Fazer 250,True,True,23000
TLD-1218,2026-01-01,Google Ads,Yamaha Fazer 250,True,False,0
TLD-1219,2026-01-01,Google Ads,Yamaha Fazer 250,False,False,0
TLD-1220,2026-01-01,Google Ads,Yamaha Fazer 250,False,False,0
TLD-1221,2026-01-01,Google Ads,Yamaha Fazer 250,True,False,0
TLD-1222,2026-01-01,Google Ads,Yamaha Fazer 250,False,False,0
TLD-1223,2026-01-02,Meta Ads,Yamaha MT-07,False,False,0
TLD-1224,2026-01-02,Meta Ads,Yamaha MT-07,False,False,0
TLD-1225,2026-01-02,Meta Ads,Yamaha MT-07,True,True,46000
TLD-1226,2026-01-02,Meta Ads,Yamaha MT-07,True,True,46000
TLD-1227,2026-01-02,Meta Ads,Yamaha MT-07,False,False,0
TLD-1228,2026-01-02,Meta Ads,Yamaha MT-07,False,False,0
TLD-1229,2026-01-02,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-1230,2026-01-02,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-1231,2026-01-02,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-1232,2026-01-02,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-1233,2026-01-02,Meta Ads,Yamaha NMAX 160,True,False,0
TLD-1234,2026-01-02,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-1235,2026-01-02,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-1236,2026-01-02,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-1237,2026-01-02,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-1238,2026-01-02,Meta Ads,Yamaha NMAX 160,True,True,21000
TLD-1239,2026-01-02,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-1240,2026-01-02,Meta Ads,Yamaha NMAX 160,True,False,0
TLD-1241,2026-01-02,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-1242,2026-01-02,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-1243,2026-01-02,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-1244,2026-01-02,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-1245,2026-01-02,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-1246,2026-01-02,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-1247,2026-01-02,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-1248,2026-01-02,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-1249,2026-01-02,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-1250,2026-01-02,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-1251,2026-01-02,Meta Ads,Yamaha NMAX 160,True,True,21000
TLD-1252,2026-01-02,Meta Ads,Yamaha NMAX 160,True,True,21000
TLD-1253,2026-01-02,Meta Ads,Yamaha NMAX 160,True,False,0
TLD-1254,2026-01-02,Meta Ads,Yamaha Crosser 150,True,False,0
TLD-1255,2026-01-02,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-1256,2026-01-02,Meta Ads,Yamaha Crosser 150,True,False,0
TLD-1257,2026-01-02,Meta Ads,Yamaha Crosser 150,True,False,0
TLD-1258,2026-01-02,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-1259,2026-01-02,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-1260,2026-01-02,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-1261,2026-01-02,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-1262,2026-01-02,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-1263,2026-01-02,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-1264,2026-01-02,Meta Ads,Yamaha Crosser 150,True,False,0
TLD-1265,2026-01-02,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-1266,2026-01-02,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-1267,2026-01-02,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-1268,2026-01-02,Meta Ads,Yamaha Crosser 150,True,False,0
TLD-1269,2026-01-02,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-1270,2026-01-02,Meta Ads,Yamaha Crosser 150,True,False,0
TLD-1271,2026-01-02,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-1272,2026-01-02,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-1273,2026-01-02,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-1274,2026-01-02,Meta Ads,Yamaha Crosser 150,True,True,20000
TLD-1275,2026-01-02,Meta Ads,Yamaha Crosser 150,True,False,0
TLD-1276,2026-01-02,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-1277,2026-01-02,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-1278,2026-01-02,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-1279,2026-01-02,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-1280,2026-01-02,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-1281,2026-01-02,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-1282,2026-01-02,Meta Ads,Yamaha Crosser 150,True,True,20000
TLD-1283,2026-01-02,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-1284,2026-01-02,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-1285,2026-01-02,Meta Ads,Yamaha Crosser 150,True,False,0
TLD-1286,2026-01-02,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-1287,2026-01-02,Meta Ads,Yamaha Crosser 150,True,False,0
TLD-1288,2026-01-02,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-1289,2026-01-02,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-1290,2026-01-02,Meta Ads,Yamaha Fazer 250,True,True,23000
TLD-1291,2026-01-02,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-1292,2026-01-02,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-1293,2026-01-02,Meta Ads,Yamaha Fazer 250,True,True,23000
TLD-1294,2026-01-02,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-1295,2026-01-02,Meta Ads,Yamaha Fazer 250,True,False,0
TLD-1296,2026-01-02,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-1297,2026-01-02,Meta Ads,Yamaha Fazer 250,True,True,23000
TLD-1298,2026-01-02,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-1299,2026-01-02,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-1300,2026-01-02,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-1301,2026-01-02,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-1302,2026-01-02,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-1303,2026-01-02,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-1304,2026-01-02,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-1305,2026-01-02,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-1306,2026-01-02,Meta Ads,Yamaha Fazer 250,True,False,0
TLD-1307,2026-01-02,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-1308,2026-01-02,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-1309,2026-01-02,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-1310,2026-01-02,Meta Ads,Yamaha Fazer 250,True,False,0
TLD-1311,2026-01-02,Meta Ads,Yamaha Fazer 250,True,False,0
TLD-1312,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1313,2026-01-02,Google Ads,Yamaha MT-07,True,False,0
TLD-1314,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1315,2026-01-02,Google Ads,Yamaha MT-07,True,False,0
TLD-1316,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1317,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1318,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1319,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1320,2026-01-02,Google Ads,Yamaha MT-07,True,True,46000
TLD-1321,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1322,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1323,2026-01-02,Google Ads,Yamaha MT-07,True,False,0
TLD-1324,2026-01-02,Google Ads,Yamaha MT-07,True,True,46000
TLD-1325,2026-01-02,Google Ads,Yamaha MT-07,True,False,0
TLD-1326,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1327,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1328,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1329,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1330,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1331,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1332,2026-01-02,Google Ads,Yamaha MT-07,True,False,0
TLD-1333,2026-01-02,Google Ads,Yamaha MT-07,True,False,0
TLD-1334,2026-01-02,Google Ads,Yamaha MT-07,True,False,0
TLD-1335,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1336,2026-01-02,Google Ads,Yamaha MT-07,True,False,0
TLD-1337,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1338,2026-01-02,Google Ads,Yamaha MT-07,True,False,0
TLD-1339,2026-01-02,Google Ads,Yamaha MT-07,True,False,0
TLD-1340,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1341,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1342,2026-01-02,Google Ads,Yamaha MT-07,True,True,46000
TLD-1343,2026-01-02,Google Ads,Yamaha MT-07,True,False,0
TLD-1344,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1345,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1346,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1347,2026-01-02,Google Ads,Yamaha MT-07,True,False,0
TLD-1348,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1349,2026-01-02,Google Ads,Yamaha MT-07,True,False,0
TLD-1350,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1351,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1352,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1353,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1354,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1355,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1356,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1357,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1358,2026-01-02,Google Ads,Yamaha MT-07,True,True,46000
TLD-1359,2026-01-02,Google Ads,Yamaha MT-07,True,True,46000
TLD-1360,2026-01-02,Google Ads,Yamaha MT-07,True,False,0
TLD-1361,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1362,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1363,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1364,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1365,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1366,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1367,2026-01-02,Google Ads,Yamaha MT-07,False,False,0
TLD-1368,2026-01-02,Google Ads,Yamaha MT-07,True,True,46000
TLD-1369,2026-01-02,Google Ads,Yamaha MT-07,True,False,0
